real_link,gender,age,foreign,leri,sexuality,round,predicted_expression,predicted_competence,predicted_trustworthiness,predicted_attractiveness,predicted_gender,predicted_sexuality,predicted_ethnicity,real_ethnicity,real_gender,real_expression,dif_gender,dif_ethnicity
https://images.generated.photos/_e1ItCMcY-TQ290G2GLQ1WWLlNcVo_TVDQZb_hufNbc/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA4OTA1NjkuanBn.jpg,2.6956521739130435,2.5652173913043477,1.608695652173913,5.956521739130435,2.590909090909091,5.826086956521739,5.304347826086956,7.565217391304348,7.3478260869565215,7.130434782608695,0.043478260869565216,1.7826086956521738,0.08695652173913043,0,0,1,0.043478260869565216,0.08695652173913043
https://images.generated.photos/-EoE_KWzubEa-92kXoGBkjurfIA0Zw9KTvBXcswODUM/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA3MzE4MTUuanBn.jpg,2.303030303030303,3.121212121212121,1.5454545454545454,5.515151515151516,2.625,6.151515151515151,4.303030303030303,7.0606060606060606,7.03030303030303,7.151515151515151,0,1.696969696969697,0.06060606060606061,0,0,0,0,0.06060606060606061
https://images.generated.photos/-FKT06yPJIURChQB9ALKaOWcx9ho9XqkcAamfCoxRos/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAxMzAxNTcuanBn.jpg,2.411764705882353,3,1.4705882352941178,6.470588235294118,2.764705882352941,5.9411764705882355,4.705882352941177,7.411764705882353,7.588235294117647,7.117647058823529,0.11764705882352941,2,0.11764705882352941,0,0,0,0.11764705882352941,0.11764705882352941
https://images.generated.photos/-yjz4fvxyCzLqPCGhu8DEjGO4JW8EERsy2Mf3RbrdK8/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA2MDI5NjguanBn.jpg,2.48,3.48,1.8,7.2,2.9166666666666665,3.92,5,6.36,6.24,6.12,0.08,1.8,0.96,1,0,1,0.08,-0.040000000000000036
https://images.generated.photos/0f2wFgAFBhe4R9CHQUTNuR6CJ8bZg18zllyS8JWuqpQ/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA4MTg1ODUuanBn.jpg,2.5,2.7857142857142856,1.6071428571428572,6.464285714285714,2.8214285714285716,5.142857142857143,4.035714285714286,7.214285714285714,6.5,7.035714285714286,0,1.8928571428571428,0.42857142857142855,0,0,0,0,0.42857142857142855
https://images.generated.photos/0oencBnT1JkWJ4Tbw8jhs3IappnW4VgsDpFmQ9NW1mU/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA5OTc2ODQuanBn.jpg,2.260869565217391,3.3043478260869565,1.4782608695652173,6.086956521739131,2.782608695652174,5.130434782608695,7.217391304347826,7.782608695652174,8.304347826086957,8.173913043478262,0.9130434782608695,1.8695652173913044,0.13043478260869565,0,1,0,-0.08695652173913049,0.13043478260869565
https://images.generated.photos/0xd8vOwqTrEKcJw4OeN7uloWAtJvohDSgme-S-95Pw0/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAxMDcwNjMuanBn.jpg,2.64,3.36,1.72,6.6,2.9166666666666665,5.96,3.04,6.32,6.48,6.2,0,2,0.04,0,0,1,0,0.04
https://images.generated.photos/1wCoAeGpEnkEur9ChXYP-DRkVZvJrW_dPxFVqnNwH7k/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAzOTQzMzQuanBn.jpg,2.526315789473684,3.473684210526316,1.3333333333333333,7.444444444444445,3,6.157894736842105,7.631578947368421,8.368421052631579,7.894736842105263,7.2631578947368425,0.8947368421052632,1.8421052631578947,0.05263157894736842,0,1,0,-0.10526315789473684,0.05263157894736842
https://images.generated.photos/2kGK-ugAeJZc4X81xfAU0igPUAWs0f74-gvJ_-NxCzs/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAxNjc5NjIuanBn.jpg,2.4642857142857144,2.9285714285714284,1.6071428571428572,5.75,2.857142857142857,5.571428571428571,3.4285714285714284,7.964285714285714,7.607142857142857,6.821428571428571,0,1.9642857142857142,0.03571428571428571,0,0,0,0,0.03571428571428571
https://images.generated.photos/2T7UZ6u0VnvOVRO_QNb2r59LSoOpwM-krIvuSYMzPDs/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAxMDM0NzFfMDc2/ODY4N18wMDk2NDE1/LmpwZw.jpg,2.3846153846153846,3.269230769230769,1.3846153846153846,6.576923076923077,2.72,6.153846153846154,3.8846153846153846,7.384615384615385,7.038461538461538,6.884615384615385,0,1.8846153846153846,0.8846153846153846,1,0,0,0,-0.11538461538461542
https://images.generated.photos/2WJkUriysfMeQ826_bODFF5zA2MTT-CNLF15Nn0xFQA/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA5OTgyNDkuanBn.jpg,2.5454545454545454,3.272727272727273,1.4090909090909092,6.454545454545454,2.727272727272727,5.2272727272727275,8,7.409090909090909,7.318181818181818,6.409090909090909,0.8636363636363636,1.7272727272727273,0.13636363636363635,0,1,1,-0.13636363636363635,0.13636363636363635
https://images.generated.photos/3Q-0Fupk_PGz_Lc1lV3kJfJJZT6sSoL4YOZMbIaUdZc/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA1MTcwODYuanBn.jpg,2.5238095238095237,3.1904761904761907,1.5714285714285714,6.857142857142857,2.9,5.285714285714286,7.095238095238095,8.428571428571429,8.19047619047619,8.523809523809524,1,2,0,0,1,0,0,0
https://images.generated.photos/466BInUMrULjiWDKvIcBfuYnwL3tQWqvfLeGMWYsekg/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA3MDkyMDRfMDc0/NjM2OF8wNDYzODU3/LmpwZw.jpg,2.36,3.36,1.32,5.6,2.76,6.68,4.96,6.76,6.68,6.28,0.04,1.72,0.88,1,0,1,0.04,-0.12
https://images.generated.photos/46BOHKuZOtSaj-PpNT3OTwayVVysoxjZCjuCic7I5HY/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAzODIwNDcuanBn.jpg,2.5,2.6818181818181817,1.7272727272727273,7.2727272727272725,2.857142857142857,6.454545454545454,3.3636363636363638,7.681818181818182,7.7272727272727275,7.454545454545454,0,1.8636363636363635,0,0,0,1,0,0
https://images.generated.photos/4EB0GyS74a390zAj7GKUge7guq9nNj4sYmZhlrZhhFc/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA5MzIwODkuanBn.jpg,2.52,3.08,1.48,5.88,2.9130434782608696,4.92,6.24,7.24,7.56,6.8,0.24,1.64,0.08,0,0,1,0.24,0.08
https://images.generated.photos/4M0c_wtHxmHD9_NChTmEqEKdAzTQoISKy7EX8TIz8Ok/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAxMjYyODkuanBn.jpg,2.391304347826087,3.130434782608696,1.826086956521739,5.608695652173913,2.782608695652174,5.869565217391305,6.869565217391305,7.826086956521739,7.565217391304348,7.956521739130435,0.9130434782608695,1.9565217391304348,0.2608695652173913,1,1,0,-0.08695652173913049,-0.7391304347826086
https://images.generated.photos/4VMNKUXfkao3OkFZflGjtVDK7ITiEKgNhKb4X2ptLGI/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA0Mzc0NjVfMDEw/MzAyOF8wNjIzOTg4/LmpwZw.jpg,2.3846153846153846,2.8846153846153846,1.5769230769230769,6.538461538461538,2.8461538461538463,5.346153846153846,3.6153846153846154,7.269230769230769,6.6923076923076925,7.230769230769231,0,1.9230769230769231,1,1,0,0,0,0
https://images.generated.photos/6dHQ7MN7sCLLzutUbtdaEHtn4xWNWPhbj1v0zMT6Yk4/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA3ODg0ODRfMDE5/ODUyOF8wNTUyNzEz/LmpwZw.jpg,2.5238095238095237,2.9047619047619047,1.1428571428571428,5.666666666666667,2.5714285714285716,5.666666666666667,3.142857142857143,7.380952380952381,7.285714285714286,7.333333333333333,0,2,1,1,0,0,0,0
https://images.generated.photos/6ozUNEgji_BIOxYYyL1K9VsNC_JMF3R_vsfXUZwN5t8/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA2MjY2NjJfMDc4/NjA4OF8wODMwNTc3/LmpwZw.jpg,2.230769230769231,3.269230769230769,1.4230769230769231,5.961538461538462,2.6538461538461537,4.538461538461538,3.6153846153846154,7.1923076923076925,6.653846153846154,6.5,0,1.9615384615384615,0.9615384615384616,1,0,0,0,-0.038461538461538436
https://images.generated.photos/7gnEFk8mRE1euc4OBp_WzhJSK-nG4k8igiChhZrcp8s/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA1NDE1NzQuanBn.jpg,2.65,3.15,1.45,6.3,2.85,6.15,5.4,7.8,7.85,7.45,0,1.85,0.1,0,0,1,0,0.1
https://images.generated.photos/7oYYxXpGNJfeaCmwt6G8-ErSUG2KCT-3JbiZW4cExH8/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA2OTkyMTQuanBn.jpg,2.55,3.35,1.45,6.3,3,4.55,5.4,7.45,7.2,7,0,1.8,0.9,1,0,1,0,-0.09999999999999998
https://images.generated.photos/8-UdppMaYjizYFeK8D1282XnX5_fO7xYfRxMTap2TqY/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAyOTMzMzQuanBn.jpg,2.5,2.409090909090909,1.6818181818181819,5.9523809523809526,2.6666666666666665,5.136363636363637,7.454545454545454,7.954545454545454,7.7272727272727275,7.636363636363637,0.9545454545454546,1.8636363636363635,0.4090909090909091,1,1,0,-0.045454545454545414,-0.5909090909090908
https://images.generated.photos/8f9jfPh27b9xd_0RmUVI8W1nVvihhpXbxBN1pwQDnow/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA1OTIzMDkuanBn.jpg,2.6315789473684212,3.3684210526315788,1.631578947368421,6.947368421052632,2.8947368421052633,5.315789473684211,6.315789473684211,7.315789473684211,7.842105263157895,7.421052631578948,1,1.9473684210526316,0.21052631578947367,1,1,0,0,-0.7894736842105263
https://images.generated.photos/8rylKQ2DO2evU2xLcnymAfadzKxACs6-mhTQAUIbdWE/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA4MDQ5MTMuanBn.jpg,2.6,3,1.4,5.733333333333333,2.7333333333333334,4.666666666666667,7.533333333333333,8.466666666666667,7.933333333333334,6.933333333333334,0.7333333333333333,1.9333333333333333,0.06666666666666667,0,1,0,-0.2666666666666667,0.06666666666666667
https://images.generated.photos/92fMm-B7XRaT976Ed9CLs7WmlPr-y5wIInV0nKqSHAg/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA5OTI5MjIuanBn.jpg,2.45,3.45,1.25,5.75,2.9,5.55,8.4,7.9,7.75,7.6,1,1.95,0.05,0,1,0,0,0.05
https://images.generated.photos/96CNDc-g3t2-kswltKxPAcGdYHoqFgQk9aFAgIGTuMg/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAyNzAwNDVfMDQ4/NTA2Nl8wNjIxOTky/LmpwZw.jpg,2.5172413793103448,2.9310344827586206,1.5172413793103448,6.206896551724138,2.7857142857142856,6.0344827586206895,4.241379310344827,7.655172413793103,7.793103448275862,7.482758620689655,0,1.8620689655172413,0.8275862068965517,1,0,1,0,-0.1724137931034483
https://images.generated.photos/9F45I-hq8nqCyUxOQ4avZKe-a8XI19oMXxWwbG6H4Jw/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAxOTg1MjhfMDc4/ODQ4NF8wODg0MDA0/LmpwZw.jpg,2.4444444444444446,3.185185185185185,1.2592592592592593,6.038461538461538,2.888888888888889,5.7407407407407405,6.7407407407407405,7.2592592592592595,7.555555555555555,6.888888888888889,0.48148148148148145,1.7407407407407407,0.9259259259259259,1,0,1,0.48148148148148145,-0.07407407407407407
https://images.generated.photos/9T1HFRtvqGgd_tFId7IIc6yIyb4NOcNjbEuZXKxQBvM/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA2MjAxNTkuanBn.jpg,2.3225806451612905,3.161290322580645,1.2903225806451613,6.483870967741935,2.806451612903226,4.645161290322581,8.483870967741936,8.193548387096774,8.096774193548388,8.612903225806452,1,1.935483870967742,0.7419354838709677,1,1,0,0,-0.25806451612903225
https://images.generated.photos/Ak57hmqhh6-3RVgtryw2vTItwFKoWpB2U1nf8cUzRxE/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAyMTExMDEuanBn.jpg,2.45,3.2,1.35,5.65,2.85,5.95,3.25,6.95,7.05,6.55,0,1.95,0.85,1,0,0,0,-0.15000000000000002
https://images.generated.photos/aLaHyEud8iq8GGg__0oHVDQInzX_HIhViK8Ou-0CtwY/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA2NTg4MDlfMDg1/NDg1NF8wNTQzMTYz/LmpwZw.jpg,2.3870967741935485,2.870967741935484,1.6666666666666667,6.580645161290323,2.838709677419355,5.096774193548387,5.741935483870968,6.806451612903226,6.516129032258065,6.483870967741935,0.3548387096774194,1.7419354838709677,0.7741935483870968,1,0,1,0.3548387096774194,-0.22580645161290325
https://images.generated.photos/avdexyMbO4F2yjgP1iFKlnHMuGXRtUrIZceXqzYtItM/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAyOTc1MDYuanBn.jpg,2.4615384615384617,2.576923076923077,1.3846153846153846,6.3076923076923075,2.92,5.5,5.115384615384615,7.230769230769231,7.038461538461538,6.961538461538462,0,1.7307692307692308,0.07692307692307693,0,0,1,0,0.07692307692307693
https://images.generated.photos/aVhN18fmLoDMplvcV0AqlstmTLM3eIwQ7SWizwQElzA/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAyODY5OTguanBn.jpg,2.55,3.1,1.4,5.6,2.6,6.55,5.7,7.85,7.15,6.35,0.2,1.85,0.05,0,0,1,0.2,0.05
https://images.generated.photos/AYaeqzJf-ZHkwoz6HIjMCviskvD7fVb7WxlKnQeBikk/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA5MjMzNzUuanBn.jpg,2.423076923076923,2.769230769230769,1.5769230769230769,6.32,2.92,6.076923076923077,4.038461538461538,6.8076923076923075,7.3076923076923075,6.1923076923076925,0.038461538461538464,1.9615384615384615,0.34615384615384615,0,0,0,0.038461538461538464,0.34615384615384615
https://images.generated.photos/b6bq854PvUwW-AW_k7bZgT2GB83_9hthEiHNib8rPfo/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAyNzg5MTkuanBn.jpg,2.5,3.090909090909091,1.1818181818181819,5.863636363636363,2.6666666666666665,6.045454545454546,7.318181818181818,7,6.954545454545454,6.7272727272727275,0.9090909090909091,1.8636363636363635,0.13636363636363635,0,1,0,-0.09090909090909094,0.13636363636363635
https://images.generated.photos/b9dIAKUY2MBMxj6EqCw0IpQoARhAKMtLwyAQuK3kWR0/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAzNzkwNjcuanBn.jpg,2.4761904761904763,3.1904761904761907,1.9047619047619047,6.904761904761905,2.8947368421052633,6.190476190476191,2.5714285714285716,7.476190476190476,7.142857142857143,7.238095238095238,0.047619047619047616,1.9523809523809523,0.6190476190476191,1,0,0,0.047619047619047616,-0.38095238095238093
https://images.generated.photos/BaUZYqdgPBH2HtrcDM0hejRWfZQxjWW5zNkgp18aRZU/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA2NzE3MTQuanBn.jpg,2.48,3.16,1.4,6.08,2.7083333333333335,5.44,8.6,7.88,7.76,8.28,1,1.84,0.72,1,1,0,0,-0.28
https://images.generated.photos/bB762_FIXT5Rep8OgeMMfGCsvTHhlJRUWzEQnR-8TNY/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA4OTQ5NDEuanBn.jpg,2.4545454545454546,2.8181818181818183,1.5,7.090909090909091,3,5.590909090909091,6.454545454545454,7.090909090909091,6.7727272727272725,6.2727272727272725,0.7727272727272727,1.5,0.45454545454545453,1,1,1,-0.2272727272727273,-0.5454545454545454
https://images.generated.photos/bBRkqbnG_4D5CDRTKEuRXyXWrKV9cMSXMsy7zXxLy6U/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAwMTc2OTcuanBn.jpg,2.4615384615384617,3.423076923076923,1.6153846153846154,6.08,2.6538461538461537,6.230769230769231,6.615384615384615,6.730769230769231,6.769230769230769,6.653846153846154,0.7692307692307693,1.6153846153846154,0.5,1,1,1,-0.23076923076923073,-0.5
https://images.generated.photos/betBuxuM2ZCUc9Yc3_AGSCCLQpLGqSidE4yRehVhl0E/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA1NDAwMTNfMDE5/MDMwOV8wMDcwNTc5/LmpwZw.jpg,2.260869565217391,3.6956521739130435,1.565217391304348,6.260869565217392,2.782608695652174,4.739130434782608,3.3043478260869565,7.695652173913044,7.956521739130435,7.304347826086956,0.043478260869565216,1.9565217391304348,0.7391304347826086,1,0,0,0.043478260869565216,-0.26086956521739135
https://images.generated.photos/Bqpe09bakzfCohCTl7Rmpoyp8uerPCrqTPI1ur4kfgE/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAyNTc1MjAuanBn.jpg,2.263157894736842,3,1.5263157894736843,6.473684210526316,2.8947368421052633,5.684210526315789,7.578947368421052,8.894736842105264,8.210526315789474,7.7368421052631575,0.9473684210526315,1.9473684210526316,0.3157894736842105,1,1,0,-0.052631578947368474,-0.6842105263157895
https://images.generated.photos/BTpPGnjnhNNn8jRtjY2tmFi5YstWNf_zSqD_RqnjASg/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAxODgwOTMuanBn.jpg,2.607142857142857,3,1.25,6.642857142857143,2.75,6.142857142857143,6.785714285714286,6.642857142857143,6.464285714285714,5.321428571428571,0.17857142857142858,1.8571428571428572,0.2857142857142857,0,1,1,-0.8214285714285714,0.2857142857142857
https://images.generated.photos/bxOq7cZl_PF3MOoJLvM8toD_5b8BmZQBO-3SvLB25gs/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAyNzQwNjUuanBn.jpg,2.5,3.2666666666666666,1.7,6.517241379310345,2.9655172413793105,6.466666666666667,3.433333333333333,7.633333333333334,7.366666666666666,7.366666666666666,0.03333333333333333,1.9333333333333333,0.6666666666666666,0,0,0,0.03333333333333333,0.6666666666666666
https://images.generated.photos/BZMzKZb_IuNxoq0oMIOViyqDUZGvgdBERWoVVqz9aTs/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAzNTc5ODZfMDU3/MzUyMF8wMTI4OTU1/LmpwZw.jpg,2.5217391304347827,2.869565217391304,1.565217391304348,7.086956521739131,2.9130434782608696,5.130434782608695,4.565217391304348,6.782608695652174,6.478260869565218,6.434782608695652,0,1.826086956521739,0.9130434782608695,1,0,1,0,-0.08695652173913049
https://images.generated.photos/c4kCdYhkbsZzn1OfKvA1UFoBJ1q6c-t34Bhi-CIkrjY/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA4ODQzOTMuanBn.jpg,2.48,3.12,1.16,6.4,2.72,4.56,4.52,6.68,6.52,6.04,0,1.88,0.84,1,0,1,0,-0.16000000000000003
https://images.generated.photos/clQd_R3Ng0FPSRazT1ypU1DVbZgund4rK9vLGM6HD_A/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA0NzgxMzIuanBn.jpg,2.5714285714285716,3.3333333333333335,1.619047619047619,6.619047619047619,2.9047619047619047,5.238095238095238,6.809523809523809,6.809523809523809,6.809523809523809,6,0.42857142857142855,1.7619047619047619,0.3333333333333333,1,1,1,-0.5714285714285714,-0.6666666666666667
https://images.generated.photos/cP8OzXOhworoaq75iWRGc2GamDhx0WHuvxQZNANjyr8/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzAyNjMyNjQuanBn.jpg,2.417910447761194,3.1791044776119404,1.5820895522388059,6.615384615384615,2.8208955223880596,5.149253731343284,7.567164179104478,8.477611940298507,8.567164179104477,7.970149253731344,0.9552238805970149,1.8507462686567164,0.1791044776119403,1,1,0,-0.04477611940298509,-0.8208955223880597
https://images.generated.photos/CV4w1lOrwukuC09XwukXxLit41f72z0XNVOPgqDe800/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA4NTE2NTYuanBn.jpg,2.4827586206896552,3.103448275862069,1.5714285714285714,6.275862068965517,2.7586206896551726,6,8.344827586206897,8.03448275862069,8.068965517241379,7.551724137931035,0.9655172413793104,1.9310344827586208,0.06896551724137931,0,1,0,-0.03448275862068961,0.06896551724137931
https://images.generated.photos/d33SPmNwWyWxrJvolRxVrz9EQtEA_cOpEOzvsZ8oZw0/rs:fit:512:512/wm:0.95:sowe:18:18:0.33/Z3M6Ly9nZW5lcmF0/ZWQtcGhvdG9zL3Yz/XzA2NDc3MzIuanBn.jpg,2.4615384615384617,3.8461538461538463,1.1923076923076923,6.423076923076923,2.923076923076923,5.038461538461538,2.423076923076923,6.576923076923077,7.038461538461538,6.346153846153846,0,1.9230769230769231,0.7692307692307693,1,0,0,0,-0.23076923076923073
